id,name,ratingCount,ratingValue,bestRating,worstRating,installNumber,size,price,appType,developer,category,version
1734,BankMan,2,4.5,5,1,100,1085306,0,,ahmadpoor,finance,1.5
1735,حسابرسی وام,0,0,0,0,100,2469429,0,,mona mousavi,finance,1
1736,Top Leader,0,0,0,0,100,46800219,20000,,Hamied Reza Marzbani,finance,1.2
1737,Kontor Nevis Bargh-کنتور برق مستاجر,2,4,5,1,100,2008851,20000,,khoshrang,finance,2
1738,accounting standard,9,3.8,5,1,500,10041972,0,,zarvangroup,finance,1
1739,کارت بانک,14842,4.4,5,1,50000,9778112,50000,,Hanista Group,finance,5.2
1740,LastPass,251,4.3,5,1,2000,12660392,0,,LastPass,productivity,4.1.781
1741,aWallet Password Manager,170,4.2,5,1,2000,2809155,0,,Synpet,productivity,7.0.2
1742,AppLock,12310,4.6,5,1,200000,3448839,0,,SpSoft,tools,6.8.4
1743,AppLock,17227,4.4,5,1,1000000,4278411,0,,DoMobile Lab,tools,2.21.3
1744,LOCX,1301,4.3,5,1,100000,5435969,0,,c-launcher-team-fast-smart-launch,productivity,2.3.1.028
1745,Hexlock,107,4.4,5,1,5000,8559222,0,,Liquidum Limited,tools,1.9.80
1746,2 milion sms,75403,4.6,5,1,50000,12881249,0,,gameapps,entertainment,4
1747,Dr Photo,10658,4.3,5,1,5000,2465102,0,,gameapps,photography,1.1.5
1748,RamzNegar,11753,4.5,5,1,50000,1907004,0,,gameapps,tools,1.3.0
1749,AppLock (Master),241,4.5,5,1,5000,3130040,0,,appsmaster,tools,08.23.2016
1750,Pro App Locker,183701,4.5,5,1,500000,3809755,0,,Carbon Software Group,productivity,2.4.1
1751,Secret AppLocker,988,4.3,5,1,2000,4101439,30000,,saeed_arianmanesh,productivity,3.0.0
1752,CM Browser,7995,4.6,5,1,200000,5117978,0,,cheetah-mobile-applock-antivirus,communication,5.20.70
1753,Locate Family,48,3.8,5,1,500,5478034,0,,cheetah-mobile-applock-antivirus,transportation,1.0.0
1754,CM Security,49513,4.6,5,1,1000000,14059819,0,,cheetah-mobile-applock-antivirus,tools,3.1.8
1755,AMC Security,10770,4.6,5,1,200000,7109680,0,,IObit Mobile Security,tools,5.5.2
1756,360 Security,39120,4.5,5,1,1000000,16216715,0,,360-mobile-security-limited,tools,3.9.2.5006
1757,Avast Mobile Security,9270,4.5,5,1,200000,19401657,0,,avast-software,tools,5.11.1
1758,Lookout,3905,4.4,5,1,50000,10722531,0,,Lookout Mobile Security,tools,10.7.1-459c93e
1759,Mobile Security & Antivirus,10085,4.7,5,1,200000,10585460,0,,ESET,productivity,3.3.23.0
1760,Anti Virus,12529,4.4,5,1,200000,3196334,0,Offers IAP purchases,omidn1996,tools,2.0.1
1761,Hagaf Antivirus,60089,4.4,5,1,200000,3012368,0,Offers IAP purchases,madus1202,tools,MM.1.3.1
1762,Trustlook Security,1281,4.6,5,1,10000,10819484,0,,trustlook,productivity,3.6.12
1763,Grapefruit,1288,4.2,5,1,2000,6129660,0,Offers IAP purchases,arsh-co,tools,1.8.3
1764,AntiVirus,6245,4.5,5,1,200000,18460887,0,,AVG Mobile,communication,5.9.2.1
1765,Avira,663,4.6,5,1,20000,12221184,0,,avira,tools,4.7
1766,Norton Mobile Security,2565,4.2,5,1,200000,21573298,0,,NortonMobile,tools,3.17.0.3200
1767,Kaspersky Internet Security,8377,4.7,5,1,100000,39508531,0,,Kaspersky Lab,tools,11.12.4.1622
1768,Dr.Web AntiVirus Light,13096,4.5,5,1,500000,3988433,0,,vanda,tools,9.01.2
1769,Clean Master,51793,4.5,5,1,2000000,18021552,0,,Cheetah Mobile,tools,5.15.3
1770,DU Speed Booster,24082,4.5,5,1,500000,12587070,0,,DU APPS STUDIO,tools,2.9.9.6.6
1771,Avast Cleanup,409,4.6,5,1,20000,13592482,0,,avast-software,tools,2.8.0
1772,CM Speed Booster,926,4.6,5,1,10000,2658330,0,,Cheetah Mobile,tools,1.5.9
1773,Locker,154,4.5,5,1,10000,236750,0,,apus-apps,tools,1.0.0
1774,Booster+,1339,4.6,5,1,50000,3745221,0,,apus-apps,productivity,2.1.0
1775,App Cache Cleaner,1214,4.6,5,1,20000,3517375,0,,apex-apps,tools,6.3.0
1776,Cooler Master,1623,4.6,5,1,50000,4478891,0,,PICOO Design,tools,3.3.08
1777,Smart Booster,14263,4.5,5,1,20000,5331581,0,,ace_dev,tools,1.0.5
1778,booster plus,2475,4.4,5,1,10000,3259300,0,,data_plus,productivity,1
1779,AVG Cleaner,496,4.4,5,1,5000,17221873,0,,AVG Mobile,productivity,3.6.1
1780,Booster,608,4.4,5,1,5000,3463082,0,,NQ Mobile Security (NYSE:NQ),productivity,5.0.02.00
1781,GO Speed,2022,4.6,5,1,20000,8450055,0,,go-dev-team,tools,2.8.0
1782,SHAREit,54412,4.6,5,1,15000000,5745048,0,,shareit,tools,3.6.38_ww
1783,SHZToolBox,566088,4.7,5,1,6000000,6191890,0,Offers IAP purchases,shahbaz yaghoobi,tools,5.1.0
1784,Gboard,29529,4.2,5,1,6000000,25652712,0,,Google Inc.,tools,6.0.69.142176780-armeabi-v7a
1785,ADM,41305,4.8,5,1,1000000,4046360,0,,DimonVideo,tools,5.1.2
1786,Translate,21467,4.5,5,1,2000000,11448482,0,,Google Inc.,tools,5.6.0.RC04.141530192
1787,MyIrancell,26952,4.5,5,1,2000000,3374236,0,,Irancell,tools,1.0.0
1788,RAR,12779,4.6,5,1,1000000,4789009,0,,RARLAB (published by win.rar GmbH),tools,5.50.build42
1789,Flashlight,13389,4.4,5,1,2000000,1493012,0,,Nikolay Ananiev,tools,5.2.4
1790,Samaanak Smart Keyboard,7848,4.3,5,1,1000000,10997736,0,Offers IAP purchases,omidmhks,tools,2
1791,Call Recorder,10285,4.5,5,1,500000,6189435,0,,Appliqato,tools,5.23
1792,ware my phone,0,0,0,0,100,509557,20000,,arman ezadi,tools,1
1793,Persian ColdRoom Calculator,0,0,0,0,100,490766,290000,,Spec k1 Developer,tools,1.2.1
1794,motarjem,0,5,5,1,100,2113263,20000,,arman ezadi,tools,1
1795,voice to masage,0,0,0,0,100,2103469,20000,,arman ezadi,tools,1
1796,Contacts recovery,0,0,0,0,100,843040,30000,,parsg,tools,4.3
1797,Bojan Image To Ascii Art Convertor,13,4.1,5,1,200,1586704,0,Offers IAP purchases,Bijan,tools,1.3
1798,خط کش,0,0,0,0,100,1237141,10000,,mars-group,tools,1
1799,photo editor,0,0,0,0,100,2148872,10000,,reza abedini,tools,1.1.10
1800,پی دی اف خوان حرفه ای,0,0,0,0,100,8444681,0,,monadev,tools,1.0.1
1801,سایان (شمارنده - تعداد شمار),3,5,5,1,100,2698379,0,,yaghuti,tools,1.1
1802,Image Converter,0,0,0,0,1000,4864040,0,,paul-asiimwe,tools,5.5.5_armv7a
1803,صفحه قفل درب,0,0,0,0,100,3709966,20000,,androkomo,tools,2.1
1804,ساعت هشدار,0,0,0,0,100,2632453,0,,mehrnooosh,tools,1
1805,ادیت موزیک,0,1,5,1,100,1431832,0,,mehrnooosh,tools,1
1806,کیف مدارک + عکس مدارک,2,5,5,1,100,2588956,20000,,tooskagroup,tools,2.01
1807,remindeR,0,0,0,0,100,1710977,10000,,reza abedini,tools,1.3
1808,Engineering Calculators,1,2,5,1,200,135878,0,,navidev,tools,1
1809,اینترنت اسپیدی,1,5,5,1,200,6564536,0,,telegrami,tools,1
1810,قفل صفحه هوشمند عاشقانه,1,5,5,1,100,6521440,30000,,androkomo,tools,1.2
1811,قفل قلب عشقی!,0,0,0,0,100,7796869,0,,androidplas,tools,3
1812,SpeedMeter,29,4.5,5,1,500,864825,0,,sharifsoft,tools,3
1813,ریکاوری عکس حذف شده,1,4,5,1,100,2210655,50000,,sahar Rastgari,tools,1.3
1814,آنتی ویروس قدرتمند نیترو,9,4.6,5,1,2000,1523315,0,,tooskagroup,tools,2.03
1815,zabte tamas ha va hazfe pas zamine,0,0,0,0,200,4527225,0,Offers IAP purchases,nikad iran,tools,3
1816,برچـسب,41,4.3,5,1,200,591974,10000,,rimaapps,tools,1.0.0
1817,آتاری بازی(رایگان),361,4.2,5,1,5000,6017777,0,,rimaapps,action,3.0.3
1818,آتاری بازی (بیش از یک میلیون بازی),619,3.8,5,1,10000,10328065,20000,,rimaapps,simulation,5.3.0
1819,پیامک خور,434,4,5,1,2000,165668,0,,rimaapps,productivity,1.0.2
1820,باتریچه,379,4,5,1,5000,120405,0,,rimaapps,widgets,1.12
1821,فضولگیر,59,3.7,5,1,1000,4316454,20000,,rimaapps,productivity,1
1822,Rima,17,3.8,5,1,100,487032,20000,,rimaapps,productivity,2.4
1823,iLock,69,3.8,5,1,500,1397632,20000,,rimaapps,tools,1.2.96
1824,RangiRangi,281,4.3,5,1,1000,26674,0,,rimaapps,educational,1
1825,میکرو پیانو,451,3.5,5,1,10000,300083,0,,rimaapps,music,1
1826,ستاره ها,538,3.7,5,1,10000,468914,0,,rimaapps,live-wallpaper,2.5.0
1827,ساعتک,567,3.8,5,1,10000,72653,0,,rimaapps,widgets,1
1828,lockscreenWidget,0,0,0,0,100,266450,10000,,saeed_nikdel,widgets,1
1829,ویجت ساعت,1,5,5,1,100,1242178,0,,1379hmd,widgets,1
1830,Persian Calendar,9,4.1,5,1,5000,2921632,0,,saman zarei,widgets,5.2.0
1831,ویجیت دکمه خاموش کردن صفحه,458,3.9,5,1,2000,2067149,0,,alimo,widgets,1.1
1832,خدمات ایرانسل (+ویجیت),55,4.5,5,1,500,1899403,0,,alimo,widgets,سریع
1833,خدمات همراه اول (+ویجیت),75,4.4,5,1,500,1902816,0,,alimo,widgets,سریع
1834,ویجت باحال قفل گوشی,79,4.2,5,1,1000,2246906,0,,siavash,widgets,p-j1.0.0
1835,new power wedgets off on,0,0,0,0,100,1585166,20000,,mostafahr,widgets,2
1836,PerC,3,4,5,1,1000,315562,0,,Sadeh Shick Majlesi,widgets,1
1837,Plugin (always on time),10,1.7,5,1,500,43034,0,,asteam-sasanbse,widgets,1
1838,Smart widget,1,5,5,1,100,279235,10000,,naser_torik,widgets,1
1839,ویجت باتری,64,4.3,5,1,1000,2315643,0,,Programming Team of SOFTJAM,widgets,1
1840,saat.taghvim,9,2.7,5,1,2000,1351620,0,,saman zarei,widgets,1
1841,فال صبح و عصر,0,0,0,0,100,3752721,10000,,yahyaie65,widgets,2.7
1842,widget for contacts,1,4,5,1,100,334169,10000,,jalil-m,widgets,2.5.4
1843,ویجت امام سید علی خامنه ای,12,4.4,5,1,1000,1893643,0,,mahdi_rezaali,widgets,2
1844,Jor-Va-Jor Clock,0,0,0,0,100,21511647,10000,,mostafa_shakoori,widgets,3
1845,Colock widjet,958,4.3,5,1,2000,2339332,0,,nasser_m,widgets,1.0.1
1846,TicTac(planning time),438,3.9,5,1,1000,5665399,0,Offers IAP purchases,phoenixdevs,productivity,1.5.0
1847,CountDown,40,4.5,5,1,200,3754884,0,,eh3andark,productivity,1
1848,Board (UniBoard),13,4.7,5,1,500,3505944,0,,trice,productivity,1.6.3
1849,Phone Clone,7,5,5,1,1000,7656208,0,,Huawei Internet Service,productivity,3.2.0.302
1850,gerdoon,211,4.3,5,1,500,5094253,0,Offers IAP purchases,mndalsoft,productivity,0.4.7
1851,Forest,483,4.5,5,1,10000,15305317,0,,forestappcc,productivity,3.11
1852,Tejarat Calendar,21,4.4,5,1,10000,4940124,0,,Asre Danesh Afzar,productivity,1.1
1853,Danesh yar,112,4.3,5,1,2000,3403498,0,Offers IAP purchases,next-bit,education,2.09
1854,"Labor law, insurance and wages",121,4.4,5,1,500,909140,20000,,farinidea,productivity,1.4
1855,Easy Service,8,4.9,5,1,100,3334084,0,,Baran1400 Software Group,productivity,0.1
1856,حل کننده سودوکو,105,4.2,5,1,1000,2994541,0,,morteza570,productivity,1
1857,محافظ چشم,79,4.5,5,1,1000,1253968,0,Offers IAP purchases,jumpy,productivity,1
1858,ES File Explorer,83166,4.7,5,1,4000000,9671342,0,,ES GLOBAL,productivity,4.1.5
1859,OneDrive,1776,4.5,5,1,4000000,43863789,0,,Microsoft Corporation,productivity,4.7.1
1860,Dropbox,13263,4.2,5,1,6000000,62365257,0,,"Dropbox, Inc.",productivity,28.2.2
1861,Adobe Acrobat,26559,4.5,5,1,2000000,18865429,0,,Adobe,productivity,16.4
1862,Evernote,7398,4.4,5,1,1000000,33378964,0,,Evernote Corporation,productivity,7.9.7
1863,Persian Calendar,13058,4.5,5,1,1000000,1740816,0,,Ebrahim Byagowi,productivity,5.1.0
1864,Docs,1702,4.4,5,1,1000000,38348369,0,,Google Inc.,productivity,1.6.482.10.35
1865,TouchPal,4997,4.6,5,1,500000,32080100,0,,TouchPal,productivity,6.0.9.2
1866,Excel,617,4,5,1,2000000,64193716,0,,Microsoft Corporation,productivity,16.0.7668.5029
1867,CamScanner,8884,4.7,5,1,500000,32009950,0,,"INTSIG Information Co.,Ltd",productivity,4.2.0.20161025
1868,Flashlight,3768,4.7,5,1,500000,5290828,0,,surpax-inc,productivity,1.1.4
1869,فضولگیر آژیری فیلمبردار,9373,4.3,5,1,50000,1295591,20000,,toolfa,productivity,3.2
1870,Keep,3515,4.6,5,1,500000,11408257,0,,Google Inc.,productivity,3.4.491.02.30
1871,OneNote,706,4.1,5,1,1000000,61206520,0,,Microsoft Corporation,productivity,16.0.7571.1804
1872,عکس تو فیلم پیشرفته,0,5,5,1,100,16425488,0,,androkomo,productivity,1
1873,ضبط صدای حرفه ای,0,0,0,0,100,3620224,0,,Bartar Designers,productivity,1.2.2
1874,طول عمر حرفه ای,0,1,5,1,100,3078134,0,,shirinmobi,productivity,1
1875,cuckoo clock,0,5,5,1,100,5369151,0,,adibi_developer,productivity,1
1876,dictionary,0,0,0,0,100,1983370,30000,,shahinsoft,productivity,1
1877,BMI - body mass index calculator,2,5,5,1,100,3170197,0,,aminapps,health-fitness,1.0.0
1878,Mohafez(Notepad for Sensitive Data),0,4,5,1,100,5313469,10000,,aminapps,productivity,0.0.1
1879,image converter to  pdf,0,5,5,1,100,4095281,0,,tractoor1970,productivity,1
1880,فیلمبرداری مخفی (حرفه ای),0,0,0,0,100,1017044,20000,,Emad Amerian,productivity,1.0.2
1881,کمک بی تاک,0,0,0,0,100,418859,30000,,RS TM,productivity,1.4
1882,سانسور عکس,0,0,0,0,100,6914835,0,,Shadi Group,productivity,1
1883,fast launcher,0,0,0,0,100,374215,10000,,borouj,productivity,1
1884,بازیابی رمز وای فای,0,0,0,0,100,117208,300000,,alborz_soft90,productivity,3
1885,Parking cost,0,0,0,0,100,203146,0,,Ahmad Reza Tavakoli,productivity,1
1886,دفترچه یادداشت فوق حرفه ای 2,0,0,0,0,100,2443947,0,Offers IAP purchases,foray,productivity,1.3
1887,درصد کنکور,0,0,0,0,100,1417354,0,,mohammad meysam keshvari,productivity,1
1888,قفل اپلیکیشن ها,0,0,0,0,100,3050185,0,,mona mousavi,productivity,1
1889,موزیک پلیر حرفه ای,0,0,0,0,100,1577096,0,,elnaz vejdani,productivity,1
1890,file manager,0,0,0,0,100,3795732,30000,,ghasemsadeghi,productivity,1.1.1
1891,وای فای اسکنر,0,0,0,0,100,1958229,0,,elhamdroid,productivity,1
1892,مدیریت گذرواژه,0,0,0,0,100,5238139,10000,,mhnmohsen,productivity,1.3
1893,چراغ قوه,0,0,0,0,100,1932806,0,,1379hmd,productivity,k.1.1.0
1894,Nagoos Smart Calendar,2,5,5,1,100,3351032,0,Offers IAP purchases,pooya_hayati,productivity,1.0.0
1895,فایل های مخفی,0,0,0,0,100,2969983,0,,bigdeveloper1,productivity,2
1896,fozolgir,1,5,5,1,100,2405676,0,,saman zarei,productivity,1.3
1897,Sneaky - Call and SMS Blocker,1472,4.1,5,1,10000,1037801,0,,oqora,productivity,1.2
1898,Contacts﻿+,823,4.4,5,1,10000,10198509,0,,Contacts Plus team,communication,5.38.7
1899,Clean Inbox - smsBlocker,736,4.4,5,1,10000,6434255,0,,sms-blocker-clean-inbox,communication,8.0.22
1900,Mr. Number,92,4.2,5,1,5000,8397096,0,,Whitepages,communication,3.2.2
1901,Firefox,33723,4.4,5,1,2000000,38311254,0,,Mozilla,communication,50.1.0
1902,Yahoo Mail,23457,4.5,5,1,500000,17337490,0,,Yahoo,communication,5.11.6
1903,GO SMS Pro,29882,4.4,5,1,500000,16352539,0,,GO Dev Team,communication,7.19
1904,UC Browser,10481,4.4,5,1,500000,19574013,0,,UCWeb Inc.,communication,11.1.0.882
1905,Musical Postcards,9889,4.6,5,1,20000,4762869,30000,,morteza570,communication,2.7.0
1906,MyTelegram | Telegram unofficial,52437,4.5,5,1,200000,13861242,0,Offers IAP purchases,parmik,communication,37.2.3.13.1
1907,UC Browser HD,1808,4.4,5,1,200000,10949425,0,,UCWeb Inc.,communication,3.4.3.532
1908,TeleTalk Telegram,10311,4.7,5,1,100000,15262285,0,,TeleTalk,communication,3.13.1-TT2.0.5
1909,SOMA,16821,4.4,5,1,200000,25994662,0,,instanza,communication,1.6.0
1910,Dolphin,9582,4.5,5,1,200000,19830803,0,,Dolphin Browser,communication,11.5.16
1911,موبوگرام دوم,7125,3.9,5,1,500000,16595983,0,,Hanista Group,communication,T3.13.1-M9.5.1
1912,Opera,12121,4,5,1,500000,43315464,0,,opera,communication,41.1.2246.111645
1913,psiphon browser+سایفون,2,4.3,5,1,500,3749333,0,,nbpaaa,communication,1.1
1914,Vidogram,14,4.7,5,1,200,18083429,0,,vidogram messenger,communication,1.0.1-T3.13.1
1915,Dideban,6,5,5,1,100,1526125,0,Offers IAP purchases,mghsoft,communication,1.1
1916,Ongram,3,4.7,5,1,100,12306122,0,,Groups of programmers parsian,communication,3.13.1.0
1917,عضوبگیر (افزایش اعضا کانال تلگرام),2,1,5,1,100,4175320,0,,mrbisi,communication,4.0.10
1918,Mr Telegram,16,4.6,5,1,10000,18337880,0,,NegaheNo,communication,3.8.1.5
1919,Internet MCI,49,4.3,5,1,1000,2720865,0,,live24,communication,1.0.1
1920,Internet Raightel,44,4.4,5,1,1000,3046535,0,,live24,communication,1.0.1
1921,تله ممبر(افزایش اعضا کانال تلگرام),2,2,5,1,100,4182439,0,,mrbisi,communication,4.0.10
1922,طلگرام,173,4.5,5,1,1000,15347612,0,,sajadkr,communication,2.1.3
1923,Translator concomitant,0,0,0,0,100,4464922,10000,,aliamani1111,communication,2.0.0
1924,Irancell Internet,75,4.3,5,1,1000,2961089,0,,pansad-tomani,communication,1.0.1
1925,مدیریت تلگرام,1,5,5,1,100,1334505,0,,rimadroid,communication,1
1926,Lio browser+مرورگر اینترنت,47,4.4,5,1,1000,3759910,0,,nbpaa,communication,4.4.2.2
1927,کانال(گروه) یار,5,3.8,5,1,100,1850090,0,Offers IAP purchases,aytc22519,communication,1.0.1
1928,آپوگرام (تلگرام پیشرفته و خاص),5,3.8,5,1,100,22622331,10000,,tooskagroup,communication,3.13.2
1929,آریاگرام(تلگرام منشی دار),2,5,5,1,100,22803262,50000,,barnameh ariya,communication,3.9.1-n104
1930,Nitro Telegram,18,4.6,5,1,10000,5729107,0,,telegrami,communication,1
1931,ربات رفع مشکل ریپورت تلگرام,4,5,5,1,100,2856621,30000,,tjme barname nevesi ava,communication,v1.0.5
1932,Next Time Sms!,0,0,0,0,100,3705935,20000,,stringapp,communication,2.0.1
1933,Persian Mobile Finder,1,5,5,1,100,692424,40000,,Peyman Hasani,communication,2.0.2
1934,Supergram (Advanced Telegram),28,4,5,1,5000,17069745,0,,baranak,communication,3.14.2
1935,Videogram,119,4.5,5,1,1000,26910755,0,,smartgroup,communication,3.1
1936,legal channels telegram,43,4.3,5,1,1000,2856334,0,,mojtaba117,communication,اول
1937,MX Player Codec (ARMv7 NEON),4002,4.4,5,1,500000,7069496,0,,J2 Interactive,libraries-demo,1.8.11
1938,Htc Service Pack,2437,4.4,5,1,500000,11150315,0,,htc-corporation,libraries-demo,1.02.681569
1939,MX Player Codec (ARMv6 VFP),5548,4.4,5,1,200000,5901415,0,,J2 Interactive,libraries-demo,1.7.39
1940,MX Player Codec (ARMv7),4030,4.4,5,1,200000,6791064,0,,J2 Interactive,libraries-demo,1.8.11
1941,MX Player Codec (ARMv6),758,4.5,5,1,100000,5956429,0,,J2 Interactive,libraries-demo,1.7.39
1942,Novel World,1478,4.5,5,1,50000,5717935,0,,ahmadrezaabdolahi,libraries-demo,v3.2
1943,night story,8892,4.6,5,1,50000,7216856,0,Offers IAP purchases,peyman,libraries-demo,1.8
1944,MX Player Codec (Tegra 3),311,4.3,5,1,100000,7638568,0,,J2 Interactive,libraries-demo,1.8.11
1945,Pardis Parsi (Persian Poems),4701,4.7,5,1,20000,30830640,0,Offers IAP purchases,maahgroup,libraries-demo,1.2.7
1946,سرای رمان (۱۲۰ تا رمان),1946,4.4,5,1,50000,28585334,0,,shamim-yas,libraries-demo,1.6 - paeiz
1947,Story of Proverbs,1942,4.6,5,1,20000,8764479,0,Offers IAP purchases,peyman,libraries-demo,1.3
1948,12roman asheghane,46,4.3,5,1,20000,3629914,0,,mehdi75,libraries-demo,v3.0
1949,Marriage Dic,304,4.3,5,1,5000,6549487,200000,,navid_zamani,libraries-demo,1
1950,قضاوت های امام علی (ع),969,4.7,5,1,10000,2126745,0,,alii gholami,libraries-demo,1
1951,imo amozesh,33650,4.2,5,1,20000,3049197,0,,mehdi19,libraries-demo,v19.0
1952,love roman,889,4,5,1,20000,8048363,0,,hossein123,libraries-demo,7.1
1953,رمان بازی سرنوشت,0,0,0,0,100,914500,0,,sinadarbandi,libraries-demo,JoApp FREE
1954,رمانسرا,20,4.3,5,1,1000,13789547,0,,shamim-yas,libraries-demo,۱.۰ - زمستان
1955,roman arameshi az jens bahar,1,3,5,1,200,2170462,0,,mehdi75,libraries-demo,v3.0
1956,Tehran Bazaar map,0,0,0,0,100,8892894,10000,,avatelgtm,libraries-demo,2
1957,Humor & engaging stories & images,1,5,5,1,100,2903442,0,,Mr navidi267,libraries-demo,v1.0
1958,Merriam Websters English Dictionary,0,0,0,0,100,33343911,30000,,phoenix-app,libraries-demo,6
1959,Collins Advanced English Dictionary,0,0,0,0,100,32058306,30000,,phoenix-app,libraries-demo,6
1960,Longman English Dictionary,0,0,0,0,100,38600347,30000,,phoenix-app,books-reference,6
1961,English to Persian Dictionary,0,0,0,0,100,32838573,30000,,phoenix-app,libraries-demo,4
1962,cambridge advanced dictionary,6,4.3,5,1,100,31454594,30000,,phoenix-app,libraries-demo,5
1963,oxford english dictionary,10,3.8,5,1,1000,49796007,0,Offers IAP purchases,phoenix-app,libraries-demo,6
1964,shorter oxford english dictionary,0,0,0,0,100,17509759,30000,,phoenix-app,libraries-demo,4
1965,german persian dictionary,0,0,0,0,100,6773985,30000,,phoenix-app,libraries-demo,3
1966,hafez,0,0,0,0,100,4097571,20000,,phoenix-app,libraries-demo,2.1.1
1967,saadi bustan gulistan mavaez,0,0,0,0,100,7691221,20000,,phoenix-app,libraries-demo,2.0.1.1
1968,persian french english dictionary,4,5,5,1,100,38918114,0,Offers IAP purchases,phoenix-app,libraries-demo,7
1969,کتاب خوان گوشی,2,1,5,1,200,1231297,0,,roya hasanzade,libraries-demo,1
1970,عاشق باش,2,1.5,5,1,200,3703891,0,,Mis Narges,libraries-demo,1
1971,keramat,17,4.8,5,1,500,5194252,0,,sivan,libraries-demo,v 1.3
1972,anva keyk v shirini,20,4.6,5,1,1000,15668701,0,,Sherkate Adrapana,libraries-demo,v1.0
1973,ROMANSTAN,20,3.9,5,1,1000,6427780,0,Offers IAP purchases,navidev,libraries-demo,1.3
1974,anvae jeleh,42,4.5,5,1,2000,4166629,0,,feiz98,libraries-demo,v1.0
1975,Tehran palms,0,0,0,0,100,7822745,10000,,avatelgtm,travel-local,3
1976,تعبیر خواب,22,4.4,5,1,2000,5069338,0,,shamim-yas,libraries-demo,1
1977,Heliatolmottaghin,10,5,5,1,500,2147719,0,,abolfazlshahzeidy,libraries-demo,1.2
1978,A Midsummer Night`s Dream,0,0,0,0,100,32230757,20000,,mohammadreza021,libraries-demo,v1.0
1979,هری پاتر و زندانی آزکابان,0,0,0,0,100,86562704,20000,,mohammadreza021,libraries-demo,v1.0
1980,dastan mazhabi v dini,43,4.7,5,1,1000,2111839,0,,feiz98,libraries-demo,v1.0
1981,Wifi laziz,2,4.5,5,1,100,3997580,0,,tokabook,libraries-demo,K-M-T.1.2
1982,ekhtelelet,0,0,0,0,100,5520892,0,Offers IAP purchases,arvin_shk,libraries-demo,2
1983,Timche24,6,4.3,5,1,100,7553072,0,,PishgamanTEF,shopping,1.0.5
1984,Charkheh,12,3.8,5,1,200,3188734,0,,kapta_2015,shopping,1.3
1985,CanSell,60,4.3,5,1,2000,3235558,0,,geexer,shopping,1.0.4
1986,O1,28,4.1,5,1,10000,2948511,0,,owaan,shopping,1.3
1987,Pasazh,28,4.2,5,1,1000,7504187,0,,Ariana Company,shopping,1.18
1988,PoolTicket,14,4.5,5,1,500,5103029,0,,magnait,shopping,1.0.2
1989,ketabreson,20,4.3,5,1,500,4793529,0,,ketabreson,shopping,1.6997.3620
1990,Bamaro,12,5,5,1,500,3676061,0,,Bamaro,shopping,1.5
1991,MamanPaz,38,3.6,5,1,2000,3367746,0,,mamanpaz,shopping,1.1.2
1992,Boghche,17,3.1,5,1,1000,5804845,0,,gramocode,shopping,2.2
1993,patill,11,3.5,5,1,200,3449555,0,,rgqco,shopping,0.0.3
1994,Shareino,24,3.7,5,1,1000,8436443,0,,rouhallah parnian,shopping,1.1.5
1995,Chilivery چیلیوری,55,2.6,5,1,2000,5391156,0,,netbarg,shopping,1.0.5
1996,KojaArzoone,33,4,5,1,1000,5277537,0,,PooyanDP,shopping,0.0.1
1997,Taghbaz,35,4.5,5,1,1000,5134248,0,Offers IAP purchases,taghbaz,shopping,1
1998,Mr. Dizi,1,5,5,1,500,5345027,0,,Rond Soft,lifestyle,2
1999,Sakala.ir,194,4.3,5,1,2000,4075799,0,,samira mohammadi,shopping,1.5
2000,Niazak,23,3.9,5,1,500,1894117,0,,tabarzadi,shopping,3.2.2
2001,Japark,15,4.5,5,1,2000,981827,0,Offers IAP purchases,Japark,shopping,1.9.1
2002,InBook -OnlineOrder Print PhotoBook,12,3.8,5,1,2000,5417078,0,,axaan,photography,2.4
2003,Regal,18,4.5,5,1,1000,7074385,0,,Regal Team,shopping,1.4
2004,Divar,114338,4.2,5,1,10000000,4687283,0,Offers IAP purchases,Divar,shopping,8.5.0
2005,Sheypoor,22330,4.3,5,1,2000000,3684880,0,,"Sheypoor | Sell, Buy, Enjoy",shopping,2.3.3
2006,Digikala,34188,4.4,5,1,1000000,6260412,0,,Digikala,shopping,1.4.0
2007,Barcode Scanner,12343,4.3,5,1,500000,807854,0,,ZXing Team,shopping,4.7.6
2008,Nabze Bazaar,31398,4.6,5,1,200000,3292640,0,,hamrahyar,shopping,5.2
2009,NetBarg نت برگ,5842,4.1,5,1,200000,3516340,0,,netbarg,shopping,2.1.6
2010,Torob: Find The Best Price,16276,4.6,5,1,100000,8000141,0,,torob,shopping,0.14.7
2011,Bamilo,3329,4.2,5,1,200000,8188552,0,,Bamilo,shopping,2.3.2
2012,CarPriceCalc,541,3.9,5,1,20000,1896389,20000,,Ehsan,shopping,2.4
2013,Takhfifan,7149,4.4,5,1,100000,11052414,0,,takhfifan,shopping,2.1.8
2014,Rightel رایتل,4092,4.4,5,1,100000,2958528,0,,sooren,shopping,3.11
2015,شارژ + پیشخوان دولت,1191,4.3,5,1,100000,2400710,0,,omidmhks,shopping,1.0.0.0
2016,Irancell - Fast Charge & Services,8371,4.8,5,1,20000,3826474,0,,minixhd,shopping,2.1.3
2017,Hamrah Aval +,805,4.4,5,1,20000,2910395,0,,sooren,shopping,2.1.5
