id,name,ratingCount,ratingValue,bestRating,worstRating,installNumber,size,price,appType,developer,category,version
573,Dragon Hills,3389,4.8,5,1,100000,52630485,0,,Rebel Twins,action,1.2.4
574,Aliens Drive Me Crazy,4303,4.7,5,1,100000,51209848,0,,Rebel Twins,action,3.0.0
575,Modern Sniper,8995,4.5,5,1,200000,11318781,0,,Candy Mobile,action,1.1
576,Zombie Highway,6627,4.5,5,1,100000,23459133,0,,Auxbrain Inc,action,1.10.7
577,Sniper X,17252,4.5,5,1,100000,53029540,0,,Glu,action,1.7.1
578,Simorgh,1527,4.7,5,1,10000,64356525,20000,,bluerabbit,action,1.3
579,Fighting Tiger,2242,4.5,5,1,100000,51627441,0,,Jiin Feng,action,2.3.2
580,Shadow Fight 2,18097,4.2,5,1,200000,89737555,0,,NEKKI,action,1.9.26
581,8th Invasion,49676,4.6,5,1,100000,59760920,0,Offers IAP purchases,Papata Game Studio,action,1.83
582,میکی موس شیطون,0,0,0,0,100,7992014,0,,Parvane Team,action,1
583,POTTERJUMP,0,0,0,0,100,2918968,10000,,SAEED J,action,3
584,بازی با ماهی قوی,0,0,0,0,100,2047524,0,,Bartar Designers,action,1
585,بتمن قهرمان,0,0,0,0,100,5250876,0,,mothertereza,action,1
586,بازی با کاپیتان قهرمان,0,0,0,0,100,2533668,0,,sabadroid,action,1
587,hot Sleight !(demo),0,1,5,1,100,16573538,0,,am_screenroid,action,v4.0
588,Vegas Mafia Criminal Squad,0,0,0,0,100,46214074,10000,,gameskade,action,1.1
589,Pepsiman,0,3.7,5,1,100,22969445,0,Offers IAP purchases,arvin_shk,action,2
590,Blood Beach Sniper 3D,0,0,0,0,100,20164669,10000,,amini-chermahini,action,1.2
591,Jungle Run,0,0,0,0,100,27868704,10000,,homeless_studio,action,1
592,مامور مخفی,1,5,5,1,100,52605779,10000,,gameskade,action,1
593,shekarchi,0,0,0,0,100,8615217,10000,,iman248,action,1.2
594,بازی با هواپیمای قدرتمند,0,0,0,0,100,2572111,0,,Simin Banoo,action,1
595,سقوط مارپیچی,0,0,0,0,100,1464515,0,,zibadev,action,1
596,Tekken 6,0,1,5,1,100,36641843,40000,,Gooroh Azadi,action,9.9
597,Riding,1,5,5,1,100,42103536,0,Offers IAP purchases,yussuf,action,1.4
598,Stickman Base Jumper 2,12,4.7,5,1,1000,99212623,0,,Djinnworks GmbH,action,1.0.1
599,Dancing Line,0,5,5,1,200,40693008,0,,cheetah-games,music,1.0.0.3
600,Bezan Bokosh,19,3.9,5,1,200,30429290,0,Offers IAP purchases,mahdi gharahkhani,arcade,1.0.9.30
601,Potion Punch,2,4.5,5,1,500,74294737,0,,monstronauts-inc,arcade,3.1
602,Shoot Anar,4,4.8,5,1,200,15021970,0,,tractrix,arcade,1.2
603,Masky,1,5,5,1,100,42613815,0,,Digital Melody,arcade,1.0.31
604,S P E E D Y,4,4.8,5,1,100,48587390,0,,rain_man,arcade,1.1
605,White Cells,12,4.9,5,1,100,20170800,0,Offers IAP purchases,mahdi saeedi,arcade,1.10.6
606,Avoid It,1,1,5,1,100,58244265,50000,,GamesOn,adventure,1.2.0
607,Time Locker,7,4.4,5,1,500,27458664,0,,sotaro-otsuka,arcade,1.4
608,Flip,15,5,5,1,2000,26382616,0,,Ketchapp,arcade,1.03
609,Drop It Down,20,4.5,5,1,1000,16134622,0,,Searino Games,arcade,1
610,Thinkrolls Kings & Queens,1,5,5,1,100,65127337,0,,avokiddo,puzzle,1.0.3
611,RGB Express,2,4,5,1,1000,30416128,0,,bad-crane,puzzle,1.4.7
612,Crazy Neighbor,29,3.8,5,1,500,5665423,0,Offers IAP purchases,unides,puzzle,1.1
613,PicrossLUNA,4,4,5,1,200,26544467,0,,floralmong-company,puzzle,1.2.5
614,Time Turner,7,4.4,5,1,500,37146314,0,,one-pixel-developers,puzzle,1.09.25
615,Titan Brawl,26,4,5,1,2000,72901378,0,,omnidrone,action,1.6
616,tetris,41,3.9,5,1,2000,17271163,0,Offers IAP purchases,softwareco,word,1.2.0
617,Lizard,39,4.8,5,1,1000,25404475,0,Offers IAP purchases,Happy Tech,word,1.4
618,find me,12,2.2,5,1,500,11670385,0,,masoud bolhassani,board,1
619,لیمویی (بازی آنلاین),612,4.5,5,1,10000,36298259,0,Offers IAP purchases,skrsoft,arcade,1.2
620,ZooPin,23,4.8,5,1,500,52481252,0,Offers IAP purchases,NSF Games,trivia,1.3
621,Success Game,11,2.1,5,1,200,14588683,0,,Success Game,board,2.0.1
622,Footy,40,3.8,5,1,200,4467808,0,,Raze Simurg,sports-game,0.8.1
623,what_sport,67,4.5,5,1,5000,7151196,0,Offers IAP purchases,shegerdha,trivia,1.4
624,OlympicDan,322,4.5,5,1,1000,17027267,0,Offers IAP purchases,riragroup,sports-game,1.2.1
625,Arshit,126,3.8,5,1,1000,26454397,0,Offers IAP purchases,bobardo,trivia,1.2
626,کلمپوت,145,4.4,5,1,200,17823757,0,Offers IAP purchases,sarina98,puzzle,1.0.5
627,Albert,2092,4.5,5,1,10000,8541117,0,Offers IAP purchases,AtlasNet,trivia,5.4
628,Footbaliga,1398,4.3,5,1,5000,17163543,0,,yoozgames,sports-game,1.5
629,آناتومی نتر سر و گردن,2,5,5,1,100,50900116,0,Offers IAP purchases,med-study,education,4
630,kando,16,4.7,5,1,200,99189051,0,Offers IAP purchases,mim,education,1.5
631,medad Exam Maker,20,4.5,5,1,1000,2050488,0,,pgl,education,1.4.5
632,Axe,3,5,5,1,200,3083526,0,,geekop,education,1.1
633,Wonderful Kafshdoozak,53,4.8,5,1,100,16443670,50000,Offers IAP purchases,Kafshdoozak,education,1.0.1
634,Geometric Land,5,5,5,1,1000,22343273,0,Offers IAP purchases,choobshoor,education,1.0.2.0
635,504 for 24 hours,85,4.4,5,1,1000,15840005,0,Offers IAP purchases,tarannom-2014-2015,education,2
636,shahre danesh Spelling dialog 4,4,4.8,5,1,100,34539545,50000,,shahre-danesh,education,1.45
637,Mathemagics 1,1,5,5,1,100,8864141,30000,,Fardin Saeedi Ranjbar,education,1
638,فیلم های کنکوری(ریاضی،تجربی،انسانی),108,4.9,5,1,2000,2433871,0,,sanatisharif,education,1.0.3
639,Ready4GRE,2,5,5,1,200,43184587,0,,ready4,education,7.112.3323
640,مقطع دهم,111,4.4,5,1,5000,2443593,0,,sanatisharif,education,1.0.3
641,Ninth Grade Literature,80,4.7,5,1,5000,2521696,0,,Gaj,education,1
642,the second grade Farsi book,10,4.2,5,1,1000,36514884,0,Offers IAP purchases,Tina pardazesh mehr pars,education,1.3
643,Ghanoon Madani Flash Cards,2,5,5,1,200,6294398,0,Offers IAP purchases,arman-college,education,1.3
644,MaxOn(english konkur),10,5,5,1,500,6231710,0,Offers IAP purchases,sadrayi,education,1.2
645,Chocolearn,11,4.7,5,1,100,18344781,40000,,farno,education,1.3
646,MioPino,21,4.1,5,1,10000,31594573,0,Offers IAP purchases,skywave,music,1.0.6
647,Tick 8 504 1100 toefl Highschool,100,4.7,5,1,1000,4505002,0,Offers IAP purchases,Parbaz,education,1.3.5
648,Casco,13204,4.7,5,1,50000,12328576,0,Offers IAP purchases,tutsplan,education,3.7
649,Memrise,3964,4.7,5,1,50000,18695298,0,,Memrise,education,2.9_3901_memrise
650,504 Essential Words,3776,4.6,5,1,200000,751183,0,,hamrahyar,education,0.8
651,English Village,644,4.6,5,1,20000,11714961,0,Offers IAP purchases,alleece,education,1.13.2
652,American English Slang,587,4.6,5,1,10000,1130712,0,Offers IAP purchases,آپکیپ,education,1.54
653,professor word,218,4.1,5,1,2000,10528170,0,Offers IAP purchases,sbsoft,education,1.4
654,Auto English,93,4,5,1,2000,5932157,0,Offers IAP purchases,313appiran,education,3.2
655,مکالمه هوشمند انگلیسی,2363,4.1,5,1,10000,7624456,0,Offers IAP purchases,tutsplan,education,2.21
656,Convo-speaking training with movies,1503,4.3,5,1,10000,21563887,0,Offers IAP purchases,AppEngine,education,2.3
657,English Conversation,2866,4.3,5,1,50000,36285670,0,Offers IAP purchases,hspardis,education,2.0.1
658,(Pre - High) Dictionary,52,3.7,5,1,5000,3331435,0,Offers IAP purchases,tak_team,education,نسخه اولیه
659,English Listening,154,4.2,5,1,10000,3983845,0,,yobimi-group,education,3.0.3
660,language teaching - Leitner Zabanak,10021,4.5,5,1,20000,16581477,0,,mfaridi,education,8.2.8
661,Golden Formula - Study,398,4.5,5,1,2000,5084841,0,Offers IAP purchases,appoolication,education,1.2
662,504 Viber (Words),852,4.5,5,1,2000,786158,0,Offers IAP purchases,appoolication,education,1.1.2
663,Creative Home,439,4.5,5,1,20000,24285623,0,,appoolication,lifestyle,1.1
664,100 Books To Read Before You  Die,38,3.3,5,1,1000,3907897,10000,,appoolication,books-reference,1
665,English Songs 2,152,4.6,5,1,2000,15223276,20000,,appoolication,education,1.1
666,Ism,114,4.7,5,1,2000,9103525,0,,appoolication,books-reference,1.0.0
667,English Songs 3,168,4.7,5,1,1000,15305018,20000,,appoolication,education,1
668,English Songs 1,3520,4.3,5,1,20000,13876534,0,Offers IAP purchases,appoolication,education,2.4.4
669,hiroo learn english,600,4.3,5,1,5000,6640494,0,Offers IAP purchases,manesht,education,2.3
670,English Book Reader,456,4.3,5,1,5000,6844907,0,Offers IAP purchases,bitik,books-reference,2.3
671,آزمون آیین نامه رانندگی(قبولی ۱۰۰٪),7880,4.4,5,1,50000,9729847,20000,Offers IAP purchases,firefighter-1986,education,آبان 95
672,کدها و رازهای مخفی اندروید,12572,4.1,5,1,50000,8200689,400000,,Mohsen Jahani,education,7.5
673,Marja Ashpazi,11410,4.6,5,1,200000,19375368,0,Offers IAP purchases,DibmehrApps,education,3.3
674,Ghanoon,10553,4.5,5,1,20000,3727539,150000,,gandomco,education,7.1.2
675,Student dictionary,15927,4.3,5,1,200000,12008928,0,Offers IAP purchases,گروه برنامه‌نویسی دانشجو,education,نسخه‌ی ۲.۰
676,Telegram Pro + 17000 Sticker,6428,4.5,5,1,20000,5598400,90000,,twentygroup,education,1.8
677,The Holy Imams,12116,4.8,5,1,50000,1673067,0,,Imperium,education,2.7.0.0
678,راهنمایی و رانندگی,1517,4.5,5,1,100000,12596009,0,,farinidea,education,1
679,Kid Mode,346,3.9,5,1,200000,22342654,0,,Zoodles,education,4.6.9
680,اطلاعات عمومی,20672,4.5,5,1,100000,4856796,0,Offers IAP purchases,parsihaa,education,2.2
681,Ghanune Jazb,3442,4.8,5,1,5000,1751724,20000,,Narvan Soft,education,3.1
682,Duolingo,4179,4.7,5,1,50000,12306533,0,,Duolingo,education,3.39.1
683,!English To Swallow,1344,4.3,5,1,100000,3219054,0,Offers IAP purchases,azmooneh,education,3.8.1
684,Best Clash maps,33188,4.2,5,1,100000,37493194,0,,ebi_f-0000,education,2.5
685,504 Tick 8,1433,4.7,5,1,50000,436764,0,,droidking,education,1.07
686,Fruits properties,4831,4.6,5,1,50000,8821832,0,,bayan,education,3.1
687,Clash Maps Pro (Daily Update),2231,4.1,5,1,20000,610225,20000,,apk_FA Programming Group,education,6
688,Learning Telekinesis,1024,4.2,5,1,10000,4087744,20000,,IDEA Team,education,2.4
689,پس زمینه زنده ساعت 3D a,6530,4.7,5,1,20000,7297318,0,Offers IAP purchases,lotus,live-wallpaper,3.5
690,TAREMI,525,4.5,5,1,20000,725394,0,,mehdi19,live-wallpaper,1
691,متن نوشته ها,10920,4.4,5,1,20000,10072548,0,,shayanb,live-wallpaper,1.9.0
692,آیت الله خامنه ای,394,4.4,5,1,20000,5541037,0,,kolbadinc,live-wallpaper,1
693,گالری بهشت,6246,4.5,5,1,20000,28937883,0,,shayanb,live-wallpaper,1.0.0
694,ساعت زنده الله,702,4.4,5,1,20000,8888098,0,,androidplas,live-wallpaper,6.2.1.0
695,Snowy Day,503,3.7,5,1,50000,1651571,0,,padra,live-wallpaper,1
696,Abshar-Z,274,3.9,5,1,20000,1106226,0,,padra,live-wallpaper,1
697,goleden clock live wallpaper,6695,4.7,5,1,10000,9306838,0,Offers IAP purchases,lotus,live-wallpaper,1.5.0
698,Barcelona - Live Wallpaper,395,3.9,5,1,20000,1109502,0,,آپکیپ,live-wallpaper,1
699,Karbala LiveWallpaper,332,3.8,5,1,20000,4446292,0,,aviny,live-wallpaper,1.26
700,RONALDO7,138,4.1,5,1,20000,445156,0,,abasgholi mirzaei,live-wallpaper,1
701,theme,182,4.2,5,1,10000,1991910,0,,reza keikhosrokiani,live-wallpaper,1
702,تصویر زمینه رونالدو,83,3.9,5,1,20000,2202260,0,,alireza718b,live-wallpaper,1.66
703,3D iCar,539,3.9,5,1,20000,33344486,0,,Mohsen Farsi,live-wallpaper,2
704,HD Silver Ant Live Wallpaper,0,0,0,0,100,3276494,10000,,Gold Studio Game,live-wallpaper,1
705,پس زمینه متحرک برف نمک آبرود,0,0,0,0,100,19572105,0,,farhad khezel,live-wallpaper,1
706,پس زمینه زنده آدم برفی,0,0,0,0,100,7044751,10000,,maziyar,live-wallpaper,1
707,پس زمینه زنده روز و شب,0,0,0,0,100,7307318,10000,,maziyar,live-wallpaper,1
708,Wallpaper,0,0,0,0,100,5247758,0,,hasan hasanpour,live-wallpaper,0.1
709,والپیپر مسابقه اتومبیل,0,0,0,0,100,3628186,10000,,rudabnews,live-wallpaper,0.1
710,beauty and the beat HD,2,5,5,1,100,5338633,0,,jafarteam,live-wallpaper,Remove link
711,پس زمینه زنده ساحل,0,5,5,1,100,9482372,10000,,maziyar,live-wallpaper,1
712,پس زمینه زنده چراغ و برف,0,0,0,0,100,3225451,10000,,maziyar,live-wallpaper,1
713,Peace Live Wallpaper 34,24,4.8,5,1,200,1772393,0,,lotus,live-wallpaper,1.0.0
714,Cat Picture,0,0,0,0,100,58194881,0,,hashem_broushaki,live-wallpaper,1
715,The Walking Dead Live Wallpaper,1,5,5,1,200,4721466,0,,Gold Studio Game,live-wallpaper,1
716,پس زمینه زنده عروس دریایی,0,0,0,0,100,11043143,10000,,maziyar,live-wallpaper,1
717,Dandelion and butterfly wallpaper,0,0,0,0,100,603773,0,,.group of co,live-wallpaper,1
718,HD Bee Live Wallpaper,1,5,5,1,200,2297170,0,,Gold Studio Game,live-wallpaper,1
719,wallpaper yas,4,5,5,1,100,3615425,0,,jafarteam,live-wallpaper,1.2
720,Tasvir zamine zende saatha,12,4.2,5,1,1000,6896584,0,,tokabook,live-wallpaper,TOKA
721,Peace Live Wallpaper 33,84,4.7,5,1,500,1911516,0,,lotus,live-wallpaper,1.0.0
722,Tasavir paszamine material,2,5,5,1,200,14383679,0,,soshiadev,live-wallpaper,SOSHIADEV
723,پس زمینه غروب خورشید,62,4.5,5,1,1000,8268656,0,,hazratgol,live-wallpaper,1.0.0
724,Bicycle Picture,3,3.3,5,1,100,41694472,0,,hashem_broushaki,live-wallpaper,1
725,Peace Live Wallpaper 32,240,4.7,5,1,1000,2474909,0,,lotus,live-wallpaper,1.0.0
726,Emam Reza,23,4.6,5,1,500,70313859,0,,hashem_broushaki,live-wallpaper,1
727,هفت سین باستانی نوروز 95,6,5,5,1,100,17211873,0,,anz_app,live-wallpaper,1.8
728,Super LINE,29852,4.3,5,1,10000,4911916,0,,anz_app,communication,2.1
729,Shazam,3320,4.5,5,1,500000,25325720,0,,Shazam Entertainment Limited,music-audio,7.4.0-161216
730,Santoor,2443,4.6,5,1,50000,13210909,50000,,Mahdi Jafarzadeh,music-audio,1.4.3
731,Music Player,4903,4.6,5,1,200000,2629622,0,,accountstudio,music-audio,1.2.8
732,bandari,5585,4.5,5,1,20000,39057011,90000,Offers IAP purchases,masih vahida,music-audio,10
733,Musixmatch,11664,4.7,5,1,200000,13022090,0,,musixmatch,music-audio,6.6.0
734,key board,5211,4.1,5,1,20000,52352910,90000,Offers IAP purchases,vahida,music-audio,13.1
735,۱۸۲ زنگ موبایل,6800,4.5,5,1,200000,45081443,0,,Shayan Hashemi,music-audio,1.1.3
736,TuneIn Radio,2327,4.5,5,1,200000,16232428,0,,TuneIn Inc,music-audio,17.1
737,jetAudio,4455,4.6,5,1,200000,14493270,0,,Team Jet,music-audio,8.0.1
738,SoundHound,2149,4.4,5,1,200000,32604166,0,,SoundHound Inc.,music-audio,7.3.0
739,Music Player,1620,4.5,5,1,100000,3352664,0,,Mobile_V5,music-audio,2.9.8
740,Headphone,18114,4.5,5,1,100000,5810675,0,Offers IAP purchases,Beeptunes,music-audio,1.6.0
741,آهنگ زنگ مذهبی,1268,4.4,5,1,10000,4062143,50000,,narsis,music-audio,5
742,Santoor pro-demo,443,4.3,5,1,100000,1830792,0,,amir hossein noori,music-audio,1
743,ارگ شاد ایرانی,1660,4.5,5,1,10000,16716014,20000,,saeedhd2,music-audio,1.2.1
744,موزیک پلیر حرفه ای,0,0,0,0,100,1709080,0,,parnian hasanzade,music-audio,1
745,ترانه و قصه های کودکانه,0,0,0,0,100,11812755,10000,,shirmohammadi,music-audio,1
746,ساز بلز برای کودکان,0,0,0,0,100,1785616,0,,elnaz vejdani,music-audio,1
747,Santoor 2017 Free,1,5,5,1,100,19232842,0,,eslami68,music-audio,1.2
748,Santoor 2017,0,0,0,0,100,20375605,30000,,eslami68,music-audio,1.2
749,Fast audio music player,0,0,0,0,100,4274193,50000,,mahdi_rezaali,music-audio,1.4
750,آهنگ زنگ موبایل سامسونگ,0,0,0,0,100,11420981,10000,,تیم برنامه نویسی تاپ,music-audio,1
751,آهنگ زنگ موبایل تک,0,0,0,0,100,42500003,30000,,تیم برنامه نویسی تاپ,music-audio,1
752,Sound Recording Studio,0,0,0,0,100,13102132,50000,,satyasoft,music-audio,1.0.0
753,شعر شعر ترانه,0,0,0,0,200,24307055,0,,shahkardroid,music-audio,1
754,Musical Studio 2,8,3,5,1,500,3645208,0,Offers IAP purchases,rezafarnoudfar,music-audio,v5_MS2
755,Royal Piano Pro,0,0,0,0,100,6436456,50000,,satyasoft,music-audio,1.0.0
756,ZangMobile,32,3.7,5,1,200,3424470,0,Offers IAP purchases,mahnaz,music-audio,2.1
757,ham-ahang,20,3,5,1,10000,12697313,0,Offers IAP purchases,Hoodadtech,music-audio,2.3.9.21
758,org irani,5,1.8,5,1,500,10338086,0,,shamameh,music-audio,0.1.1
759,ویرایش آهنگ طلایی,0,0,0,0,200,2416898,0,,shaghayegh mobasher,music-audio,2
760,ضبط صدای هوشمند,2,5,5,1,500,3222146,0,,khalifeh,music-audio,1.2.2
761,guitar,0,0,0,0,100,17345678,20000,,nima balanehmanesh,music-audio,1.0.0
762,موزیک پلیر حرفه‌ای,0,0,0,0,100,4255843,10000,,گروه برنامه نویسی مهمیز,music-audio,1.8.1
763,بخواب کوچولو,0,0,0,0,500,7130022,0,,Najmeh,music-audio,1
764,three note gitar soltan ghalbha,0,0,0,0,100,4691391,30000,,mobina-varmazyar-103,music-audio,5
765,guitar notes,1,5,5,1,100,10942851,0,Offers IAP purchases,majid sadeghikia,music-audio,v1.01
766,پخش آهنگ ساده,12,4.9,5,1,500,1575917,0,,yaghuti,music-audio,1.24
767,LivePad Trap,9,5,5,1,100,21574510,0,,Ramin Rillex,music-audio,1
768,iPhone6 Ringtone & Wallpaper,3916,4.6,5,1,10000,17096958,0,,anz_app,music-audio,1.5
769,عاشورای حسینی,94,4.6,5,1,200,11253773,0,,anz_app,live-wallpaper,2
770,Ford Challenger 3D,295,4.5,5,1,200,12023326,0,Offers IAP purchases,anz_app,live-wallpaper,1.2
771,جزیره آسیاب بادی,218,4.5,5,1,200,11119520,0,Offers IAP purchases,anz_app,live-wallpaper,1.2
772,my old clock,3344,4.6,5,1,2000,10742855,0,Offers IAP purchases,anz_app,live-wallpaper,5.3
773,جنگل گیلان,1056,4.6,5,1,2000,12763118,0,Offers IAP purchases,anz_app,live-wallpaper,1.5
774,نقاشی کودکانه,115,4.5,5,1,200,10271873,0,Offers IAP purchases,anz_app,live-wallpaper,1.4
775,بزک زنگوله پا,5,5,5,1,100,18400876,40000,,zigool,family,1
776,Colouring,3,4.8,5,1,1000,75881615,0,,Teazel Ltd,entertainment,2.0.22
777,Esteghlal Kit,178,4.7,5,1,5000,6234869,0,,pasargadpt,entertainment,4.7.7
778,Perspolis Kit,292,4.5,5,1,5000,7407400,0,,pasargadpt,entertainment,6.9.8.8
779,Mafia God,118,3.7,5,1,2000,3738588,0,,moslem-deris,entertainment,1.7.3.15
780,Comic Baz,977,4.5,5,1,5000,7268951,0,Offers IAP purchases,comicbaz,comics,2
781,Mirror,82,4.3,5,1,2000,3185929,0,,Erixe Group,entertainment,1.1
782,Milad Tower virtual tour,61,3.9,5,1,2000,51958788,0,,3dxvision,entertainment,0.0.1
783,Football Sticker,582,3.8,5,1,2000,4957774,0,Offers IAP purchases,raadwinco,entertainment,1.0.3
784,Manzoom,2908,4.8,5,1,20000,3717148,0,,manaseh,entertainment,0.9.6
785,Netray,410,3.9,5,1,20000,9024239,0,Offers IAP purchases,netray,entertainment,1.18057
786,ZirGonbadKabood,1725,4.3,5,1,10000,39628202,0,Offers IAP purchases,Boojik Studio,family,1.4
787,MadLipz,361,3.9,5,1,50000,14909169,0,,madlipz,entertainment,1.7.0
788,Mandalas coloring pages,118,4.8,5,1,10000,19754955,0,,quarzo-apps,productivity,1.1.3
789,تعبیر خواب بنفش,17237,4.6,5,1,1000000,3796731,0,Offers IAP purchases,spread,entertainment,4.1.1
790,گنجینه پیام,34110,4.4,5,1,500000,5277302,0,Offers IAP purchases,Mohammad Sadegh Mozafari,entertainment,5.7.1
791,TypeGraphi,14862,4.5,5,1,200000,11288021,0,,ace_dev,entertainment,2.2.1
792,Fale Anbia,53832,4.6,5,1,200000,2107119,0,,shalamrood,entertainment,2
793,My Tombstone,5845,4.4,5,1,20000,16322051,30000,,mobileware,entertainment,1.5.3
794,DubShow,10866,4.7,5,1,200000,12355593,0,Offers IAP purchases,parsin,entertainment,0.5.1
795,PlayStation App,2265,4.4,5,1,200000,8524316,0,,PlayStation Mobile Inc.,entertainment,4.20.5
796,Blood Preesure,41737,4.2,5,1,200000,3493525,0,,ebi_f-0000,entertainment,1.5
797,ضبط صدا رو فیلم,6553,4.3,5,1,20000,3071674,20000,,nargil,entertainment,3.1
798,Classic Crossword Puzzle,21582,4.7,5,1,100000,2822257,0,Offers IAP purchases,Jalil,entertainment,2.2.5
799,Payamestan (SMS),8066,4.4,5,1,200000,5919391,0,Offers IAP purchases,tookantech,entertainment,1.6.1
800,کلوب خنده و سرگرمی,2230,4.7,5,1,10000,7062749,10000,,mohammad ahmadi,entertainment,1.7
801,تعبیر خواب بنفش ۲,1077,4.4,5,1,100000,4362064,0,,spread,entertainment,1.2
802,متن رو عکس,14732,4,5,1,200000,707974,0,,ma-na,entertainment,4.1
803,بانک پیامک و سرگرمی,2934,4.5,5,1,10000,14134313,10000,,paneiz_app,entertainment,2
804,i love you (sms),0,5,5,1,100,2647902,0,,novinapps,entertainment,1
805,آیا موثرین ؟,0,0,0,0,100,2363320,0,,sabadroid,entertainment,1
806,nini phone,0,5,5,1,100,11505881,0,,mohammad hoseinnasab,entertainment,1
807,السای نقاش,0,0,0,0,100,3716900,0,,Sponge Bob,entertainment,1
808,کودکانه شاد از پرنسسها,0,0,0,0,100,11846792,0,,alidroid,entertainment,1
809,پو کوچولو (جورچین),0,0,0,0,100,3912279,0,,mahzoon,entertainment,1
810,falehafez,0,0,0,0,100,1911561,10000,,maryam hasanzadeh,entertainment,1
811,shabe yalda sms stiker picture,20,4.3,5,1,100,5539580,0,,mohammadreza_rezaei_ardakani-1370,entertainment,v3.0
812,shabe yalda sms stiker picture,13,4.6,5,1,100,5539600,0,,sima-salehzade-1345,entertainment,v3.0
813,Table,4,4.5,5,1,100,13645489,0,Offers IAP purchases,ali1370,entertainment,2.1.2
814,پکیج یلدایی,0,0,0,0,100,12126543,0,,amir nazmieh,entertainment,JoApp FREE
815,پیامک شب یلدا,2,3.5,5,1,100,1327095,0,,duman93,entertainment,1
816,خانه شکلاتی,0,0,0,0,100,2867409,0,,sanazdroid,entertainment,1
817,Street Slang,2,5,5,1,100,2633766,0,,unique-app,education,1
818,Slang_full,5,5,5,1,100,2503477,10000,,unique-app,education,1.1
819,Remote Room,15,2.9,5,1,500,10381348,30000,,unique-app,entertainment,1.2
820,600 Essential Slang,13,3.5,5,1,100,6665646,10000,,unique-app,education,2.2
821,Flash,60,4,5,1,1000,1626577,0,,unique-app,entertainment,1
822,600 Essential Slang (Free Version),20,4.4,5,1,2000,2172930,0,,unique-app,education,1.1
823,ScreenLight,23,3.3,5,1,500,2132954,0,,unique-app,productivity,2
824,R_C_Control,0,1,5,1,100,10064432,30000,,unique-app,entertainment,1
825,کمیک جانگو جلد 2,0,0,0,0,100,8865192,10000,,amir F,entertainment,1
826,sms,19,4.8,5,1,500,8118575,0,,parse13570,entertainment,1.1
827,تغییر صدا,0,0,0,0,200,4076128,0,,studioandisheh,entertainment,1
828,رنگ آمیزی برای بچه ها,0,0,0,0,100,2826107,0,,babaie,entertainment,1
829,نقاشی با سبزک,0,0,0,0,100,2963314,0,,atacom,entertainment,4
830,Kabotar,0,0,0,0,100,2965003,10000,,behroozahmadi,entertainment,v1.003
831,dep,0,0,0,0,100,6132342,20000,,samaneh,entertainment,v1.0
832,بیسیم پلیس110,0,0,0,0,100,2348397,20000,,mohammadg,entertainment,1
833,Fale Hafez,59,4.8,5,1,1000,5330483,0,,azgomi,entertainment,1
834,honarmandan bakhtiyari,10,4.9,5,1,100,36444343,0,,alzapp,productivity,2
835,khanande sho (morteza pashaei),4,3,5,1,100,34434208,0,,alzapp,music-audio,1
836,ختم قرآن برای فرج,47,4.9,5,1,2000,7151326,0,,masaf,religious,1
837,Bank Ahadis,17,5,5,1,500,6082895,0,,Montazeran Mahdi AJ,religious,V2.0.0
838,ساکنان بهشت,13,4.9,5,1,200,10462142,0,,Sarchahan Soft,religious,1.0.0
839,سوره انعام با قلم هوشمند,65,4.7,5,1,2000,21366273,0,,zenderoid,religious,1
840,AmardDoa,382,4.5,5,1,5000,8936498,0,Offers IAP purchases,yas_madineh,religious,b4.0.1
841,Tolou (Arbaeen Hosseini),1,5,5,1,200,11535558,0,,Golden Tech,religious,1.42
842,Radio Arbaeen,10,5,5,1,500,4331296,0,,Qmery,religious,0.5
843,Dar Masir Eshgh,16,4.8,5,1,500,5985074,0,,ainolhayat,religious,1.0.3
844,Mahestan,8,3.6,5,1,500,10748652,0,,mediana,religious,2.8baazar
845,Love way,1,4,5,1,200,122113046,0,,Hoodadtech,religious,1.6
846,قلم هوشمند سفر عتبات,21,5,5,1,2000,30136372,0,,Sabapp,religious,2
847,Travel Guide to Arbaein,228,4.7,5,1,2000,3444222,0,,hamgardi,travel-local,1.0.1 Arbaein
848,لبیک یا حسین ۲ (اربعین 95),3301,4.6,5,1,50000,13535615,0,Offers IAP purchases,makeen,religious,2.9.1
849,پخش زنده تمام اماکن مذهبی,489,4.5,5,1,2000,7368712,0,Offers IAP purchases,first_ghoghnoos1_group,religious,نسخه طلایی
850,Ziyarat Ashura,190,4.8,5,1,5000,6915440,0,,elteja,religious,0.8.6
851,Islamic Wallpapers HD,66,4.6,5,1,2000,3815691,0,,YasinMedia,religious,1
852,quran fanrezy,59,4.7,5,1,2000,39681364,0,Offers IAP purchases,tarannom-2014-2015,religious,4
853,lohoof,29,4.3,5,1,5000,18207382,0,,Rayaneh Sabz Ghaem,religious,1.5
854,safineye nejat,14,4.2,5,1,1000,52098996,0,,tarannom-2014-2015,religious,2
855,NoorNegar,495,4.5,5,1,2000,5602932,0,,montazer,productivity,1.3
856,Abarat ( Moharam ),225,4,5,1,5000,7096459,0,Offers IAP purchases,hamipardazco,religious,1.6
857,Tebyan Talavat,5,4.6,5,1,1000,8170092,0,,tebyan,religious,1.3
